#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_1197	1	3	2	1	1	1	3	8	4	0	5	3	1	8	6	2	4	3
ASV_1198	2	3	1	1	0	0	7	7	1	8	4	2	7	0	6	2	3	2
ASV_1229	0	3	3	4	1	1	4	6	5	3	5	2	7	1	1	2	5	3
ASV_1258	6	1	0	2	3	4	3	1	2	2	2	7	3	2	7	6	1	4
ASV_1291	0	0	7	0	13	0	0	21	10	0	2	1	0	2	0	0	0	0
ASV_1312	0	2	0	0	2	6	0	1	3	0	2	3	5	0	0	3	25	4
ASV_1404	0	1	0	0	1	6	1	8	3	12	2	3	2	2	9	0	2	4
ASV_1507	3	1	7	2	1	6	2	2	3	2	0	6	0	3	9	3	5	1
ASV_1589	3	6	3	3	3	4	2	3	3	1	3	3	3	1	6	3	3	3
ASV_1718	1	6	6	6	4	5	1	1	1	3	4	5	0	0	1	4	2	6
ASV_1936	6	4	1	2	1	2	4	2	0	5	5	4	4	0	6	3	3	4
ASV_2073	2	1	0	2	2	2	2	2	0	3	2	1	0	2	4	14	10	7
ASV_2128	6	5	4	1	2	1	3	1	2	3	0	0	7	3	6	7	3	2
ASV_991	3	0	3	2	11	0	1	0	8	3	6	1	4	2	0	7	1	4
ASV_1100	0	6	0	0	3	4	2	1	0	0	4	2	8	1	1	3	15	5
ASV_1149	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0
ASV_1172	3	4	1	2	0	3	6	4	2	6	5	4	3	3	2	3	1	3
ASV_1178	4	2	1	0	0	1	5	2	3	5	3	1	1	1	6	8	7	5
ASV_1195	5	3	0	3	0	8	8	1	6	2	1	3	0	0	4	3	4	4
ASV_1209	0	8	0	2	0	1	0	1	0	0	0	2	0	4	2	35	0	0
ASV_1214	0	7	0	8	3	9	8	2	1	1	4	2	3	1	3	1	1	1
ASV_1273	4	1	1	2	1	1	8	2	9	1	1	2	7	2	4	6	1	2
ASV_1281	2	3	1	3	5	2	2	6	2	3	1	4	0	0	3	9	3	6
ASV_1289	1	1	0	2	0	1	5	7	9	5	0	0	4	2	3	2	6	7
ASV_1349	5	4	1	1	0	3	5	2	3	3	5	6	4	1	3	4	2	3
ASV_1352	3	4	4	4	0	4	3	6	2	3	4	2	4	4	3	3	1	1
ASV_1355	1	5	7	5	1	2	1	2	2	0	4	0	9	1	5	2	4	4
ASV_1368	0	2	6	1	1	2	3	10	3	2	5	3	3	1	3	4	4	2
ASV_1377	3	2	5	3	2	5	4	5	2	0	3	3	3	2	3	2	2	6
ASV_1409	5	12	0	3	2	2	7	4	2	0	1	5	6	2	3	0	0	1
ASV_1415	8	5	0	1	3	6	2	3	4	3	1	6	0	5	1	6	0	1
ASV_1446	1	0	1	3	0	2	8	1	9	5	2	5	2	1	3	6	4	2
ASV_1518	3	0	6	11	1	2	7	2	1	1	1	2	4	3	1	7	3	0
ASV_1536	2	6	3	3	1	2	3	1	3	4	2	3	4	5	4	5	1	3
ASV_1844	3	6	0	9	0	2	3	5	5	9	0	2	5	0	3	2	0	1
ASV_2117	3	1	2	0	3	1	2	1	3	2	5	3	2	3	4	7	8	5
ASV_2257	8	1	2	3	2	2	4	7	1	2	2	4	4	0	6	0	5	2
ASV_1162	0	1	11	3	2	0	5	3	1	6	6	3	0	6	1	3	2	1
ASV_1260	1	5	4	2	3	1	1	6	1	2	2	3	7	2	1	3	7	3
ASV_1270	2	5	4	3	2	4	3	2	5	3	1	1	4	3	4	2	4	2
ASV_1296	4	3	0	1	0	0	3	8	6	2	2	3	1	3	0	5	10	3
ASV_1329	3	1	0	2	0	1	2	7	3	3	3	1	5	5	6	3	6	3
ASV_1342	1	2	2	1	0	1	6	2	4	5	3	3	1	7	5	3	4	4
ASV_1364	0	5	1	2	0	2	3	3	5	1	1	7	2	0	4	3	4	11
ASV_1380	6	2	1	3	2	0	3	3	5	3	3	9	4	1	2	3	2	2
ASV_1448	6	1	0	1	0	4	2	4	0	7	4	3	6	4	2	7	0	3
ASV_1540	4	3	2	1	3	6	2	6	3	0	0	3	5	1	4	4	6	1
ASV_1626	5	10	0	2	0	1	5	9	2	4	2	5	0	2	2	1	2	2
ASV_1632	5	1	3	8	8	3	1	4	0	7	0	5	0	0	0	2	3	4
ASV_1694	27	3	1	0	5	0	1	1	7	0	2	2	0	0	1	3	1	0
ASV_1733	2	4	1	4	1	3	2	4	1	6	2	3	2	6	4	0	5	4
ASV_1746	2	3	0	0	1	2	11	5	2	0	2	5	4	4	7	3	1	2
ASV_1757	2	9	0	0	0	1	1	4	7	2	11	5	1	0	0	11	0	0
ASV_1773	6	2	0	0	0	5	4	4	6	4	0	2	0	0	8	3	6	4
ASV_1779	0	5	3	3	0	0	5	7	2	2	4	5	3	3	5	2	4	1
ASV_1870	3	4	1	4	2	0	10	5	2	3	3	5	0	2	2	3	1	4
ASV_1948	3	1	1	0	0	6	8	5	6	2	7	1	3	0	1	3	0	7
ASV_2148	0	2	2	8	8	1	4	2	6	3	2	3	0	4	1	4	2	2
ASV_2341	2	2	5	0	2	2	0	4	6	1	1	5	15	1	2	1	0	5
ASV_2347	5	4	1	1	3	4	2	2	2	3	2	4	3	2	7	3	3	3
ASV_2729	3	5	3	0	0	1	5	3	5	4	1	6	0	2	9	2	1	4
ASV_1138	1	2	0	2	4	6	3	15	2	2	7	1	1	0	5	1	0	1
ASV_1192	7	1	0	2	0	4	6	2	3	3	3	3	3	3	1	1	9	2
ASV_1206	1	7	4	3	0	3	2	6	1	1	4	3	3	5	4	0	1	5
ASV_1215	2	0	1	0	0	3	2	0	2	2	2	0	17	9	3	5	3	2
ASV_1227	0	4	0	7	0	0	6	6	2	1	1	3	9	0	1	5	0	8
ASV_1264	1	2	0	0	2	2	9	6	6	0	2	7	3	2	7	2	1	1
ASV_1290	0	3	8	2	1	3	1	0	6	1	5	6	3	2	2	2	7	1
ASV_1320	3	1	1	2	2	1	5	1	1	0	0	0	0	31	1	3	0	1
ASV_1360	9	4	1	1	2	1	6	2	2	4	2	3	6	2	4	3	0	1
ASV_1384	2	4	3	2	2	2	2	4	0	10	3	3	4	3	1	0	1	7
ASV_1402	1	2	1	2	1	0	1	1	4	6	4	5	5	6	3	6	3	2
ASV_1426	1	4	2	5	2	2	4	2	3	3	2	2	2	5	2	4	4	4
ASV_1470	5	7	0	2	1	2	2	5	1	4	2	3	2	3	2	7	3	2
ASV_1549	7	9	0	0	0	2	5	2	13	3	2	1	1	3	0	2	0	3
ASV_1650	3	5	1	1	1	4	2	3	4	1	4	2	6	2	4	5	0	5
ASV_1903	3	4	0	3	1	2	3	3	3	4	3	4	1	1	3	1	6	8
ASV_2059	0	2	0	1	0	0	4	17	6	1	3	5	1	2	8	2	1	0
ASV_2419	0	5	1	1	3	0	2	2	2	3	5	3	3	3	6	4	5	5
ASV_2596	1	0	0	6	0	1	0	1	10	4	14	1	4	3	1	3	3	1
ASV_1161	1	1	7	0	0	19	0	0	0	4	4	4	1	5	2	3	0	1
ASV_1189	0	4	0	0	0	1	5	2	8	5	3	2	5	2	7	2	5	1
ASV_1261	3	6	5	1	0	8	1	5	3	6	2	6	2	2	0	0	1	1
ASV_1292	0	0	0	2	0	0	1	2	23	2	1	4	12	0	0	4	1	0
ASV_1328	2	1	0	1	1	0	5	10	3	6	1	4	9	1	2	3	3	0
ASV_1337	1	1	2	4	0	7	5	4	1	2	1	2	4	3	10	4	0	1
ASV_1427	6	2	2	5	0	2	6	2	0	5	4	1	4	4	1	2	0	6
ASV_1511	1	1	0	2	0	2	4	4	2	4	3	2	5	3	3	4	8	4
ASV_1548	5	1	11	1	2	1	0	5	3	3	3	6	3	0	1	4	1	2
ASV_1551	3	3	0	1	4	6	3	3	1	3	3	2	3	0	7	5	2	3
ASV_1554	4	5	1	1	0	1	2	1	5	1	0	7	5	5	7	3	3	1
ASV_1584	2	1	8	3	2	6	7	3	4	1	1	6	0	0	3	1	2	2
ASV_1595	3	1	2	4	2	5	5	3	3	2	4	5	4	3	0	4	0	2
ASV_1697	4	4	2	1	1	7	4	3	2	2	3	4	3	2	2	1	3	4
ASV_1703	1	2	5	0	0	0	3	1	2	5	1	2	8	1	14	4	0	3
ASV_1706	0	6	3	2	0	10	2	2	0	3	6	2	6	0	5	2	1	2
ASV_1731	2	0	0	0	0	0	0	8	0	12	29	1	0	0	0	0	0	0
ASV_1766	5	5	2	2	2	4	3	3	0	3	2	1	9	1	3	3	0	4
ASV_1792	1	2	2	1	1	0	3	1	5	5	0	4	3	3	5	6	3	7
ASV_1802	0	0	0	0	0	0	46	0	2	0	2	0	0	0	0	1	1	0
ASV_1896	1	4	3	1	0	0	2	0	29	0	4	2	2	0	1	1	1	1
ASV_1975	1	3	9	6	2	2	0	3	2	0	4	1	4	2	5	0	4	4
ASV_2283	5	5	2	0	1	4	3	3	3	1	2	4	1	2	7	4	0	5
ASV_2582	3	3	1	6	1	4	3	1	5	2	4	3	2	1	3	4	1	5
ASV_1191	0	0	0	0	0	0	9	8	8	3	2	3	2	6	2	5	1	2
ASV_1240	1	1	2	0	4	2	6	7	2	9	3	1	2	4	1	3	2	1
ASV_1253	3	3	0	3	3	3	7	1	3	1	4	1	1	2	4	1	6	5
ASV_1257	3	3	0	6	1	6	1	0	3	6	1	3	2	1	4	5	2	4
ASV_1311	0	5	1	2	8	2	1	9	0	2	2	2	1	0	4	0	5	7
ASV_1334	2	3	5	10	2	5	3	2	0	1	1	3	1	3	4	1	3	2
ASV_1392	5	2	0	4	1	3	4	3	3	1	6	3	4	2	2	2	1	5
ASV_1400	0	4	2	0	4	2	1	9	1	3	3	1	4	0	1	7	7	2
ASV_1405	1	2	0	1	0	2	0	8	2	7	1	22	0	0	2	1	2	0
ASV_1418	1	1	0	28	0	1	1	8	1	0	1	1	2	2	1	0	2	1
ASV_1463	1	1	0	1	1	2	13	2	4	2	3	4	5	3	5	1	2	1
ASV_1464	1	5	1	1	0	0	2	3	3	4	4	3	7	3	5	6	0	3
ASV_1501	2	2	5	0	0	0	10	3	5	2	2	10	3	1	0	2	3	1
ASV_1539	4	1	0	0	0	0	3	3	4	5	4	1	2	4	6	5	6	3
ASV_2224	2	3	1	3	3	3	1	3	0	2	4	3	2	1	4	7	5	4
ASV_2677	4	5	0	0	6	8	2	2	4	3	3	3	2	3	2	2	0	2
ASV_1063	3	2	1	1	1	2	4	3	2	6	1	5	4	1	5	2	3	4
ASV_1174	5	2	0	6	2	3	0	4	2	0	2	4	5	0	2	3	3	7
ASV_1274	1	5	1	0	0	2	0	7	4	1	2	9	5	1	5	3	2	2
ASV_1282	2	4	3	0	2	0	3	1	2	2	2	4	0	7	5	3	5	5
ASV_1283	1	10	0	6	3	2	1	6	1	5	2	2	5	0	0	3	0	3
ASV_1304	2	1	0	0	0	0	0	5	1	2	1	5	0	0	5	24	0	4
ASV_1305	3	10	3	0	1	1	5	2	3	1	1	4	0	3	3	7	0	3
ASV_1325	1	1	1	5	2	1	2	4	1	8	2	4	2	4	5	1	3	3
ASV_1330	1	4	2	1	1	1	2	3	3	3	3	4	1	10	2	0	2	7
ASV_1367	4	4	0	1	0	3	3	5	3	0	0	4	5	6	3	3	0	6
ASV_1376	0	2	0	1	0	1	7	2	1	4	2	5	3	2	0	0	3	17
ASV_1382	6	1	2	3	1	6	7	3	4	2	0	3	2	2	2	1	1	4
ASV_1395	4	2	0	3	1	2	6	2	5	2	3	3	1	1	3	3	8	1
ASV_1469	15	0	1	1	21	1	1	1	1	1	1	1	0	1	1	0	3	0
ASV_1587	2	2	0	2	1	2	7	6	2	2	5	5	1	1	4	4	3	1
ASV_1593	4	1	2	3	0	3	7	4	1	1	4	2	3	2	6	3	1	3
ASV_1617	6	2	0	9	5	6	1	0	3	8	1	2	2	2	3	0	0	0
ASV_1634	2	3	0	1	0	1	7	5	2	3	4	5	2	1	6	2	1	5
ASV_1709	1	2	2	2	1	1	4	2	6	3	0	5	1	1	5	6	4	4
ASV_1910	2	0	0	0	0	1	4	4	0	7	4	1	4	3	5	3	8	4
ASV_1971	4	5	4	1	4	4	2	3	1	1	5	1	1	0	5	4	1	4
ASV_2028	1	2	0	2	1	2	5	1	2	0	1	3	3	1	3	20	1	2
ASV_2343	4	3	2	1	2	3	5	2	2	2	5	4	4	5	2	2	1	1
ASV_2346	3	2	2	5	6	2	1	2	5	2	1	9	3	3	3	0	1	0
ASV_2465	4	1	0	1	1	1	0	7	0	2	5	13	2	0	1	6	1	5
ASV_2475	1	0	0	1	1	1	4	4	4	1	3	13	5	1	6	2	3	0
ASV_2604	1	1	0	0	1	0	5	8	4	5	3	5	5	3	2	2	2	3
ASV_2645	5	4	4	3	1	8	2	3	3	3	2	3	1	2	2	2	2	0
ASV_1117	1	0	4	5	1	1	2	2	2	3	6	4	3	2	3	1	5	4
ASV_1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
ASV_1254	3	2	2	12	0	3	5	1	0	0	1	1	1	0	1	12	3	2
ASV_1455	6	4	0	1	0	2	7	11	7	1	4	2	0	0	1	0	3	0
ASV_1493	4	1	0	23	0	1	5	1	0	1	0	0	3	6	2	0	1	1
ASV_1603	0	1	0	0	0	0	18	12	0	0	0	4	10	2	1	1	0	0
ASV_1633	4	4	1	3	0	0	5	8	2	5	0	4	3	2	4	1	1	2
ASV_1663	0	4	1	2	0	3	7	0	4	1	2	9	6	1	6	0	3	0
ASV_1735	5	5	1	2	1	1	5	1	1	1	6	5	2	6	0	1	2	4
ASV_1764	6	1	1	2	4	2	10	4	4	1	3	5	1	1	1	0	1	2
ASV_1796	2	0	8	2	0	1	5	5	5	2	0	9	1	1	4	1	2	1
ASV_1809	4	4	3	2	0	2	5	0	5	2	2	6	1	0	2	3	2	6
ASV_1966	2	6	0	1	2	2	5	6	1	5	2	0	2	0	5	0	1	9
ASV_2018	3	3	0	2	1	0	10	3	2	4	2	0	5	2	2	3	2	5
ASV_2077	3	0	1	0	1	4	10	2	3	3	4	4	7	2	1	0	1	3
ASV_2285	4	2	3	0	0	7	4	2	6	3	6	2	0	0	4	1	3	2
ASV_2348	0	2	4	7	0	4	2	6	1	6	0	3	2	0	3	8	1	0
ASV_2528	2	2	1	1	3	3	6	3	2	4	12	3	2	0	1	2	0	2
ASV_2666	5	2	4	2	3	6	2	1	2	2	5	2	2	0	1	2	3	5
ASV_1170	4	5	1	5	1	0	1	3	0	4	3	0	2	2	2	4	4	7
ASV_1194	4	0	6	1	0	0	4	6	1	3	2	4	0	2	8	1	2	4
ASV_1242	5	0	0	2	3	4	0	5	3	2	6	8	0	0	2	7	0	1
ASV_1252	1	1	2	1	1	4	2	7	2	1	4	1	5	1	4	7	1	3
ASV_1276	2	3	1	1	9	3	3	3	0	3	0	0	3	8	1	4	2	2
ASV_1300	2	3	3	3	1	5	2	2	2	2	1	2	3	4	3	2	4	4
ASV_1308	7	5	0	0	0	0	10	0	0	3	3	18	1	0	0	0	0	1
ASV_1399	0	2	1	1	2	1	3	0	1	0	3	1	3	8	5	3	4	10
ASV_1692	2	1	1	3	2	7	5	1	1	2	4	2	0	1	11	3	0	2
ASV_1834	0	3	15	0	0	0	1	0	3	9	4	3	0	0	0	2	0	8
ASV_1956	1	3	1	6	2	3	8	3	1	3	2	2	1	0	6	2	1	3
ASV_1972	0	1	1	1	5	4	2	3	0	0	1	1	4	3	5	11	5	1
ASV_2189	2	1	3	3	1	3	5	2	0	1	6	4	1	0	3	4	4	5
ASV_2326	1	2	3	2	7	3	0	3	2	2	9	2	2	0	8	0	0	2
ASV_2439	0	3	4	0	3	0	3	2	4	2	4	5	6	2	1	2	1	6
ASV_2797	2	5	4	1	1	4	5	3	2	4	3	2	1	3	1	2	3	2
ASV_1143	1	6	0	5	0	3	0	2	1	1	3	1	1	6	7	1	6	3
ASV_1169	1	4	0	0	0	1	7	10	3	4	2	2	3	1	6	1	2	0
ASV_1219	4	7	2	2	4	1	0	4	3	2	0	1	5	3	3	0	3	3
ASV_1233	8	2	0	1	1	0	5	1	2	3	6	5	4	1	3	3	1	1
ASV_1236	1	7	3	2	3	1	2	3	4	2	4	1	1	1	5	2	2	3
ASV_1319	5	4	1	0	2	4	3	1	2	0	3	3	2	3	3	7	0	4
ASV_1344	1	3	5	2	2	3	1	2	5	1	2	1	4	5	2	1	4	3
ASV_1350	4	9	9	1	6	2	3	3	0	2	3	1	1	1	1	0	1	0
ASV_1354	6	6	0	0	0	0	2	19	4	0	1	0	7	0	1	0	0	1
ASV_1385	1	1	1	7	1	5	1	1	4	2	4	4	3	4	3	1	3	1
ASV_1431	4	3	6	1	3	8	3	2	0	4	1	3	0	2	2	1	2	2
ASV_1477	0	2	5	0	0	1	7	8	6	6	0	2	3	1	5	0	1	0
ASV_1598	5	2	2	4	2	2	2	3	4	4	1	1	0	5	3	2	1	4
ASV_1700	3	6	0	1	1	2	3	2	4	1	3	3	4	1	4	4	1	4
ASV_1753	2	3	1	3	0	2	0	2	0	1	4	3	3	6	4	5	2	6
ASV_1804	1	2	2	0	3	1	1	0	1	2	0	2	0	0	0	1	1	30
ASV_1973	0	3	2	1	0	0	5	4	4	1	4	8	4	2	6	2	1	0
ASV_2013	2	4	0	3	2	2	3	3	2	3	5	2	7	1	1	1	3	3
ASV_2074	1	0	3	0	21	1	1	1	0	2	4	0	3	0	2	1	3	4
ASV_2118	2	2	3	2	3	2	2	2	2	5	3	6	0	3	1	3	3	3
ASV_2177	2	2	0	0	0	0	7	9	2	0	5	5	5	3	1	3	3	0
ASV_2407	1	2	7	0	1	7	2	2	1	2	3	8	4	1	2	0	1	3
ASV_2436	1	5	7	8	5	0	1	1	4	1	1	4	0	1	1	0	3	4
ASV_2460	1	2	0	1	0	4	11	4	2	4	6	6	2	0	1	0	2	1
ASV_2495	3	3	0	2	0	4	1	4	3	0	4	7	2	2	5	3	3	1
ASV_2692	5	6	2	1	1	0	8	2	3	1	1	8	2	0	2	2	3	0
ASV_2800	2	1	3	3	6	5	0	7	3	2	2	4	0	0	1	3	1	4
ASV_1298	2	3	1	1	5	1	4	4	2	1	6	3	0	2	2	4	3	2
ASV_1375	0	0	4	3	2	0	1	4	0	0	5	1	0	11	5	2	4	4
ASV_1378	2	1	4	0	3	3	0	3	0	1	4	3	6	7	3	4	1	1
ASV_1398	1	4	0	3	1	7	6	3	3	1	4	3	1	1	4	0	2	2
ASV_1407	2	1	0	1	1	3	4	2	2	3	4	5	2	5	4	2	2	3
ASV_1411	4	3	0	4	1	3	4	5	1	2	3	8	2	1	2	1	0	2
ASV_1453	4	0	2	1	3	0	1	5	4	2	1	4	4	3	5	2	2	3
ASV_1552	1	4	1	2	0	0	2	5	2	1	3	4	0	0	9	3	0	9
ASV_1556	1	4	1	0	0	5	6	1	4	0	1	3	6	0	1	3	6	4
ASV_1560	1	1	5	1	8	2	5	3	1	0	0	2	4	2	1	5	3	2
ASV_1664	0	3	2	4	2	4	1	4	2	9	1	0	3	2	4	1	1	3
ASV_1682	1	3	3	1	1	1	5	10	0	6	1	3	3	0	2	1	1	4
ASV_1747	4	2	12	0	2	3	2	0	2	4	2	1	0	0	1	9	0	2
ASV_2109	3	2	0	1	0	3	16	1	0	6	0	1	0	1	0	8	0	4
ASV_2416	1	2	2	1	1	1	8	2	2	3	6	3	4	2	5	1	1	1
ASV_2841	2	2	6	5	4	1	2	1	1	1	4	5	2	2	1	2	2	3
ASV_2910	0	1	1	0	0	2	3	3	5	2	2	10	5	1	2	5	1	3
ASV_1241	3	6	0	0	10	16	2	0	1	0	1	4	0	2	0	0	0	0
ASV_1266	1	1	0	3	0	3	14	4	3	1	4	2	2	1	1	1	4	0
ASV_1363	11	1	3	0	0	2	1	1	0	0	2	0	3	1	1	19	0	0
ASV_1387	2	1	1	0	2	3	0	3	1	6	0	0	4	0	10	1	0	11
ASV_1403	0	2	2	0	2	2	2	2	2	0	4	3	2	6	2	4	3	7
ASV_1419	1	2	2	5	0	2	6	1	3	1	2	3	1	4	4	3	3	2
ASV_1422	2	4	2	1	2	0	1	5	2	1	0	4	2	4	6	5	3	1
ASV_1485	2	1	3	2	1	4	4	1	5	2	4	3	2	2	2	4	1	2
ASV_1498	3	1	3	1	1	3	4	0	3	3	5	6	2	3	2	0	1	4
ASV_1505	3	22	1	4	1	0	1	4	0	1	0	1	0	0	0	1	2	4
ASV_1655	1	1	0	6	1	0	4	1	1	2	9	2	5	4	4	2	0	2
ASV_2222	3	2	2	1	3	5	0	5	2	1	3	1	5	0	4	3	4	1
ASV_2254	3	4	0	3	0	2	3	4	2	2	3	5	3	2	5	1	1	2
ASV_2350	0	3	3	24	0	0	2	2	1	0	0	4	3	0	1	1	0	1
ASV_2391	5	2	0	5	0	1	3	2	1	2	1	9	4	2	3	2	1	2
ASV_2640	5	1	0	0	1	0	7	2	6	2	2	2	1	7	3	0	1	5
ASV_2770	3	2	2	1	1	4	6	0	1	5	3	5	2	1	1	2	3	3
ASV_2905	4	3	5	4	0	1	7	1	6	3	1	1	2	0	2	0	1	4
ASV_1279	1	0	3	3	1	1	3	1	1	0	14	1	3	1	5	1	5	0
ASV_1316	0	0	0	2	4	6	1	0	5	3	1	2	5	4	4	2	3	2
ASV_1321	2	1	1	0	0	25	7	2	1	0	1	0	0	0	4	0	0	0
ASV_1324	2	5	0	1	0	9	6	3	3	2	2	4	0	1	2	3	0	1
ASV_1374	0	0	1	0	0	4	0	0	0	0	0	2	0	0	35	1	0	1
ASV_1386	5	3	4	3	0	4	1	3	2	0	1	3	5	5	1	3	0	1
ASV_1393	2	2	5	6	1	0	2	3	4	0	0	1	2	7	3	1	2	3
ASV_1429	3	1	5	2	0	1	4	6	7	2	3	3	3	1	1	0	0	2
ASV_1435	2	3	5	2	1	3	3	3	3	2	7	2	4	1	1	2	0	0
ASV_1458	1	1	2	0	2	0	6	4	2	2	2	4	4	2	4	4	2	2
ASV_1462	1	0	0	0	1	0	4	3	6	2	5	5	4	0	2	5	1	5
ASV_1466	4	2	3	3	5	3	7	1	1	0	1	2	1	2	0	3	2	4
ASV_1471	0	1	0	0	2	1	14	1	0	2	1	0	1	0	20	0	0	1
ASV_1489	3	2	2	0	1	0	1	0	1	0	3	6	1	0	12	3	9	0
ASV_1515	0	5	5	3	3	2	1	2	1	1	1	2	3	1	5	6	1	2
ASV_1543	2	3	7	3	1	2	3	2	3	2	2	3	0	3	1	3	1	3
ASV_1553	1	0	2	3	3	1	6	3	3	7	3	2	2	0	0	2	2	4
ASV_1561	4	5	4	3	1	2	1	1	2	4	1	3	0	3	4	4	0	2
ASV_1606	1	2	0	0	0	2	6	4	1	3	2	6	0	0	8	3	1	5
ASV_1610	1	6	1	2	0	1	6	4	9	1	0	3	2	4	2	1	1	0
ASV_1635	5	0	4	16	0	2	3	3	0	1	3	0	2	0	2	1	2	0
ASV_1643	2	2	1	2	4	4	4	1	1	2	5	2	5	2	1	1	1	4
ASV_1658	1	3	1	1	0	1	8	6	4	1	3	5	2	0	5	0	3	0
ASV_1711	1	4	6	1	3	2	2	2	0	1	8	0	4	2	2	1	4	1
ASV_1765	3	1	4	2	4	6	3	1	1	2	3	4	3	0	2	3	1	1
ASV_1783	0	4	2	3	0	4	5	2	5	0	0	5	1	1	3	3	4	2
ASV_1788	0	0	3	7	9	0	1	4	1	1	0	2	3	4	3	0	3	3
ASV_1807	3	0	1	2	0	3	2	3	4	4	3	3	1	0	4	4	4	3
ASV_1815	4	1	8	0	1	1	1	4	2	4	2	2	2	1	1	5	1	4
ASV_1828	1	3	2	0	1	3	2	4	2	4	0	2	2	2	5	2	0	9
ASV_1868	4	4	3	1	0	3	3	2	4	1	5	3	5	2	0	2	0	2
ASV_1955	1	4	2	2	1	3	0	2	6	2	0	5	10	2	1	1	0	2
ASV_2101	6	3	1	0	1	1	2	4	4	3	3	5	2	1	0	2	1	5
ASV_2205	3	4	3	3	1	1	4	7	4	0	2	0	2	1	1	4	2	2
ASV_2231	1	6	3	0	1	1	1	8	4	1	4	3	1	1	6	1	1	1
ASV_2242	2	7	6	1	4	2	1	3	2	1	0	0	2	7	1	3	1	1
ASV_2711	0	0	3	0	0	5	4	8	1	1	2	5	3	2	4	1	4	1
ASV_2851	1	2	2	0	1	1	6	5	1	3	4	1	5	4	4	0	3	1
ASV_2873	1	5	2	2	2	2	5	1	6	3	2	0	3	2	3	1	3	1
ASV_1249	2	0	3	11	2	3	2	3	0	0	0	3	1	2	2	6	2	1
ASV_1335	2	2	0	0	5	2	3	2	2	8	1	2	2	1	4	2	4	1
ASV_1336	3	0	1	0	0	1	6	3	5	1	0	7	3	3	1	5	1	3
ASV_1338	6	7	0	0	1	3	1	2	3	1	1	1	3	3	1	3	2	5
ASV_1373	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1379	1	1	1	2	0	1	4	7	10	0	3	2	5	0	4	1	0	1
ASV_1432	3	2	0	1	2	5	2	2	2	2	1	3	0	3	1	5	5	4
ASV_1452	1	1	5	0	0	1	8	5	0	2	2	7	1	3	3	1	1	2
ASV_1504	1	1	1	1	1	1	5	2	8	5	1	0	1	5	4	3	3	0
ASV_1533	1	1	0	0	0	0	5	0	2	3	1	6	2	5	8	2	5	2
ASV_1541	4	8	4	4	1	0	4	3	0	0	1	6	2	2	1	0	0	3
ASV_1588	7	2	2	2	2	1	2	2	2	1	5	2	2	3	2	3	2	1
ASV_1622	2	4	3	0	0	5	4	9	1	3	4	3	0	0	1	3	1	0
ASV_1623	3	1	3	3	1	2	5	2	1	2	2	5	1	3	2	1	1	5
ASV_1639	2	13	0	0	11	3	2	1	1	0	1	2	0	1	2	0	0	4
ASV_1641	4	0	1	1	1	2	4	4	3	1	2	2	3	4	3	3	4	1
ASV_1671	0	0	0	0	1	2	2	3	4	4	1	1	9	2	3	1	10	0
ASV_1689	3	1	1	1	5	4	4	3	4	0	2	0	4	2	5	1	2	1
ASV_1713	1	6	2	5	0	1	0	1	2	4	2	3	2	4	2	3	2	3
ASV_1782	1	2	1	0	0	1	2	10	3	1	4	3	9	0	1	1	2	2
ASV_1825	1	3	1	0	0	0	5	2	3	4	4	1	4	3	0	4	5	3
ASV_2027	3	3	3	3	0	5	4	2	2	0	4	5	1	0	2	2	2	2
ASV_2054	3	3	0	1	0	1	0	2	2	0	4	5	6	1	4	4	3	4
ASV_2087	5	2	0	1	2	2	2	1	1	0	4	5	5	4	1	1	4	3
ASV_2154	3	2	4	6	5	2	1	1	2	4	0	0	3	2	2	2	1	3
ASV_2271	2	1	3	4	1	4	2	0	4	3	2	0	1	13	1	0	0	2
ASV_2304	4	1	4	2	3	3	2	1	3	0	3	1	2	3	3	2	2	4
ASV_2335	2	1	4	3	4	4	0	8	1	0	1	4	2	0	6	0	2	1
ASV_2417	4	2	2	5	0	2	1	2	0	4	3	1	2	4	2	3	4	2
ASV_2618	2	2	1	0	0	1	1	12	3	3	3	5	2	2	0	1	0	5
ASV_2673	0	2	1	5	2	1	1	17	1	0	6	0	0	0	0	0	2	5
ASV_2788	4	1	1	0	1	0	7	3	5	2	3	5	2	1	3	3	1	1
ASV_2806	1	5	1	2	0	11	1	2	0	0	8	3	1	1	3	4	0	0
ASV_2855	5	3	2	3	3	0	1	3	3	3	1	3	2	2	2	0	4	3
ASV_1255	4	3	1	1	0	3	0	1	3	4	1	3	8	2	2	3	2	1
ASV_1340	2	0	3	4	1	1	3	2	6	2	1	2	4	2	2	1	2	4
ASV_1394	4	3	1	4	5	3	0	7	1	0	2	0	1	2	2	5	0	2
ASV_1410	3	3	0	1	2	1	0	4	3	0	2	5	4	4	2	1	2	5
ASV_1434	5	1	0	2	0	3	0	8	1	2	7	0	4	3	5	1	0	0
